,Edit-Distance Immediate Similarity,Edit-Distance Immediate Similarity,Edit-Distance Immediate Similarity,Edit-Distance Full Similarity,Edit-Distance Full Similarity,Edit-Distance Full Similarity,Jaccard Index Similarity,Jaccard Index Similarity,Jaccard Index Similarity,Longest Maximal Independent Set,Longest Maximal Independent Set,Longest Maximal Independent Set,Number of Maximal Cliques,Number of Maximal Cliques,Number of Maximal Cliques,Longest Maximal Clique,Longest Maximal Clique,Longest Maximal Clique
,mean,50%,std,mean,50%,std,mean,50%,std,mean,50%,std,mean,50%,std,mean,50%,std
Graph Number,,,,,,,,,,,,,,,,,,
0,0.2774104419926873,0.0,0.44373358885359176,0.4639124666254001,0.38115943846355915,0.44492448209759367,0.09055692807727704,0.0,0.18424435449042026,66.0,66.0,0.0,594000.0,594000.0,0.0,3.0,3.0,0.0
1,0.2963917999981542,0.0,0.45325564508557087,0.5127856427384883,0.6074157489851262,0.4439773747962198,0.11937399094410472,0.0,0.21384381772724773,61.0,61.0,0.0,584100.0,584100.0,0.0,3.0,3.0,0.0
2,0.24852336431201963,0.0,0.4276346189970064,0.4908529710970764,0.5322386164045314,0.43037326613453314,0.12861478280499197,0.0,0.21894650600726934,64.0,64.0,0.0,584100.0,584100.0,0.0,3.0,3.0,0.0
3,0.22813033993272494,0.0,0.41503476893068325,0.45781962307637275,0.414504396573556,0.44127141401961056,0.12156063770750995,0.0,0.2219886703427607,62.0,62.0,0.0,643500.0,643500.0,0.0,2.0,2.0,0.0
4,0.237379028782815,0.0,0.4214407099506348,0.4784113289945774,0.45057094809268944,0.4307859574136174,0.09279769377665219,0.0,0.19692971317530228,65.0,65.0,0.0,613800.0,613800.0,0.0,2.0,2.0,0.0
5,0.22742323697181327,0.0,0.415032454769077,0.43296182517338194,0.27096706923789887,0.433009244561094,0.06696232360711564,0.0,0.146618855832292,63.0,63.0,0.0,594000.0,594000.0,0.0,3.0,3.0,0.0
6,0.2565351655289533,0.0,0.43292961940398333,0.4428258363718973,0.23920734179482184,0.4420432558171683,0.0819208543882962,0.0,0.17160857356497536,60.0,60.0,0.0,584100.0,584100.0,0.0,2.0,2.0,0.0
7,0.2466496136977269,0.0,0.427299139368956,0.45711254935607626,0.3525457640928122,0.44065631370653136,0.09045708955380274,0.0,0.18072348978168654,62.0,62.0,0.0,594000.0,594000.0,0.0,3.0,3.0,0.0
8,0.23843747004216775,0.0,0.42157284700311193,0.5219401084024977,0.6508223015367611,0.4277983175263892,0.1594768660717745,0.0,0.24106677496445322,61.0,61.0,0.0,594000.0,594000.0,0.0,3.0,3.0,0.0
9,0.1902531669293342,0.0,0.38668143472168687,0.5117002280772945,0.5813266296144459,0.41173546436160907,0.1855822298353912,0.04514312589199196,0.2493020528764306,64.0,64.0,0.0,584100.0,584100.0,0.0,2.0,2.0,0.0
10,0.25696117168266225,0.0,0.4330563412897606,0.3995877608543058,0.08978383953750191,0.44285261438142015,0.06277517198649767,0.0,0.14910375410481108,62.0,62.0,0.0,603900.0,603900.0,0.0,3.0,3.0,0.0
11,0.27999957620934574,0.0,0.44388603274673416,0.463581266329973,0.37615482887416835,0.44288488922692804,0.07893444533438768,0.0,0.17258954040037391,63.0,63.0,0.0,594000.0,594000.0,0.0,3.0,3.0,0.0
12,0.24720042903793257,0.0,0.4277211299585991,0.5292296459154968,0.6475687437853901,0.4335955303580341,0.17393289259110786,0.0,0.24537922551293626,60.0,60.0,0.0,574200.0,574200.0,0.0,4.0,4.0,0.0
13,0.24776255348710616,0.0,0.4276238822720516,0.5086547250490508,0.623422551141984,0.4362611921353055,0.14182238824617913,0.0,0.2331281302768281,64.0,64.0,0.0,633600.0,633600.0,0.0,3.0,3.0,0.0
14,0.22732443709742614,0.0,0.41496325237915077,0.47741935510433886,0.4749518450114293,0.4239967746023191,0.0897456561142607,0.0,0.17135092277744354,63.0,63.0,0.0,574200.0,574200.0,0.0,2.0,2.0,0.0
15,0.25686075227582783,0.0,0.4326911950587213,0.4668656914433074,0.3905908922464935,0.43659382128396246,0.1087715037981834,0.0,0.1962359787136717,61.0,61.0,0.0,603900.0,603900.0,0.0,3.0,3.0,0.0
